,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
46,"Tour, Ella",BIMM 110 - Molecular Basis/Human Disease (A),FA22,125,49,85.1%,83.0%,6.13,B+ (3.47),B+ (3.32)
47,"Allen, Eric",BIMM 120 - Microbiology (A),FA22,338,154,98.0%,99.3%,5.02,A- (3.82),A- (3.84)
48,"Pickett, Brooke Elizabeth",BIMM 121 - Microbiology Laboratory (B),FA22,47,23,90.9%,90.9%,5.41,A- (3.73),A- (3.73)
49,"Pirino, Giorgia",BIMM 121 - Microbiology Laboratory (C),FA22,95,64,78.7%,88.3%,8.1,B (3.23),B+ (3.31)
50,"Russell, Alistair B",BIMM 122 - Microbial Genetics (A),FA22,123,93,97.8%,97.8%,5.93,B+ (3.42),B (3.24)
51,"Gustafson-Brown, Cindy",BIMM 124 - Medical Microbiology (A),FA22,86,70,90.0%,85.7%,8.18,B (3.22),B- (2.93)
52,"Hao, Nan",BIMM 140 - Quantitative Principles in Bio (A),FA22,158,111,97.3%,96.3%,4.45,A- (3.77),B+ (3.56)
53,"Suel, Gurol Mehmet",BIMM 140 - Quantitative Principles in Bio (A),FA22,158,111,97.3%,99.1%,4.45,A- (3.77),B+ (3.56)
54,"Grant, Barry J",BIMM 143 - Bioinformatics Laboratory (A),FA22,43,19,100.0%,100.0%,5.17,A- (3.83),A- (3.87)
55,"Bozinovic, Goran",BIMM 143 - Bioinformatics Laboratory (C),FA22,41,15,100.0%,100.0%,4.65,B (3.23),B+ (3.45)
56,"Hasty, Jeff M",BIMM 194 - Adv Topics-Molecular Bio (A),FA22,26,10,100.0%,100.0%,0.72,A (4.00),A (4.00)
57,"Golden, James W",BIMM 194 - Adv Topics-Molecular Bio (B),FA22,26,16,100.0%,100.0%,2.63,A (4.00),A- (3.91)
58,"Lykke-Andersen, Jens",BIMM 194 - Adv Topics-Molecular Bio (C),FA22,17,11,100.0%,100.0%,3.59,A- (3.91),
59,"Golden, Susan S.",BIMM 194 - Adv Topics-Molecular Bio (D),FA22,20,11,100.0%,100.0%,2.1,A (4.00),A (4.00)
60,"Grossman, Emily N",BIMM 101 - Recombinant DNA Techniques (A),S222,44,21,100.0%,100.0%,7.45,A- (3.81),B+ (3.68)
61,"Grossman, Emily N",BIMM 101 - Recombinant DNA Techniques (B),S222,41,25,100.0%,100.0%,6.17,A- (3.79),A- (3.71)
62,"Tat, John",BIMM 110 - Molecular Basis/Human Disease (A),S222,36,29,82.8%,79.3%,8.5,B (3.26),B- (2.72)
63,"Spencer, Tara Clare Jewel",BIMM 120 - Microbiology (A),S222,39,11,100.0%,100.0%,5.95,A- (3.82),A- (3.73)
64,"Ulivieri, Martina",BIMM 100 - Molecular Biology (A),S122,141,106,66.0%,55.7%,9.12,B (3.18),B (3.26)
65,"Tat, John",BIMM 110 - Molecular Basis/Human Disease (A),S122,45,38,92.1%,89.5%,7.83,B+ (3.32),B (3.08)
66,"Pickett, Brooke Elizabeth",BIMM 120 - Microbiology (A),S122,76,24,90.9%,100.0%,7.86,B (3.14),B- (2.81)
67,"Burg, Michael",BIMM 100 - Molecular Biology (A),SP22,304,257,90.6%,90.2%,6.4,B (3.27),B (3.04)
68,"Cooper, Andrew Michael",BIMM 100 - Molecular Biology (B),SP22,200,185,96.2%,95.1%,5.52,B+ (3.44),B+ (3.34)
69,"Meaders, Clara Leigh",BIMM 101 - Recombinant DNA Techniques (A),SP22,49,37,97.3%,100.0%,7.61,B+ (3.56),B+ (3.46)
70,"McDonnell, Lisa Marie",BIMM 101 - Recombinant DNA Techniques (B),SP22,46,30,96.4%,100.0%,6.91,B+ (3.61),B+ (3.52)
71,"Gustafson-Brown, Cindy",BIMM 101 - Recombinant DNA Techniques (C),SP22,46,37,58.3%,60.0%,9.72,C+ (2.64),B (3.11)
72,"Day, Christopher D",BIMM 101 - Recombinant DNA Techniques (E),SP22,105,54,92.5%,96.2%,5.37,B+ (3.54),B+ (3.53)
73,"Niwa, Maho",BIMM 110 - Molecular Basis/Human Disease (A),SP22,72,37,70.3%,75.7%,7.64,B- (2.95),C+ (2.69)
74,"Pirino, Giorgia",BIMM 120 - Microbiology (A),SP22,229,121,97.5%,94.9%,5.3,A- (3.74),B+ (3.46)
75,"Pirino, Giorgia",BIMM 121 - Microbiology Laboratory (A),SP22,47,29,92.9%,89.3%,6.86,B+ (3.68),B+ (3.44)
76,"Pickett, Brooke Elizabeth",BIMM 121 - Microbiology Laboratory (B),SP22,48,27,100.0%,100.0%,5.58,A- (3.85),A- (3.77)
77,"Minich, Jeremiah Jeffrey",BIMM 121 - Microbiology Laboratory (C),SP22,96,51,73.5%,46.9%,6.99,B+ (3.55),A- (3.75)
78,"Gustafson-Brown, Cindy",BIMM 124 - Medical Microbiology (A),SP22,107,88,86.4%,86.4%,8.1,B (3.10),B- (2.81)
79,"Nicholson-Shaw, Timothy Luis Cabrer",BIMM 143 - Bioinformatics Laboratory (A),SP22,45,18,66.7%,77.8%,11.72,A- (3.89),B+ (3.60)
80,"Schiffer, Jamie Michelle",BIMM 143 - Bioinformatics Laboratory (A),SP22,45,18,66.7%,72.2%,11.72,A- (3.89),B+ (3.60)
81,"Nicholson-Shaw, Timothy Luis Cabrer",BIMM 143 - Bioinformatics Laboratory (B),SP22,43,20,65.0%,70.0%,10.2,B+ (3.55),B+ (3.64)
82,"Schiffer, Jamie Michelle",BIMM 143 - Bioinformatics Laboratory (B),SP22,43,20,65.0%,75.0%,10.2,B+ (3.55),B+ (3.64)
83,"Dutton, Rachel Janelle",BIMM 170 - Genomics Research Init Lab II (A),SP22,30,19,100.0%,94.1%,2.17,A (4.00),A- (3.97)
84,"Heussler, Gary E",BIMM 170 - Genomics Research Init Lab II (A),SP22,30,19,100.0%,100.0%,2.17,A (4.00),A- (3.97)
85,"Bafna, Vineet",BIMM 182 - Biological Databases (A),SP22,42,14,69.2%,76.9%,7.79,B (3.29),B+ (3.39)
86,"Rivera, Fabian Chavez",BIMM 194 - Adv Topics-Molecular Bio (A),SP22,21,17,100.0%,100.0%,2.03,A (4.00),A- (3.98)
87,"Russell, Alistair B",BIMM 194 - Adv Topics-Molecular Bio (B),SP22,23,10,88.9%,100.0%,2.5,A- (3.80),A (4.00)
88,"Wildonger, Jill Cathleen",BIMM 194 - Adv Topics-Molecular Bio (C),SP22,26,8,100.0%,100.0%,1.0,A (4.00),A- (3.99)
89,"Akbari, Omar Sultan",BIMM 100 - Molecular Biology (A),WI22,153,106,90.3%,88.3%,6.01,B (3.11),B+ (3.35)
90,"Hao, Nan",BIMM 100 - Molecular Biology (B),WI22,309,235,97.0%,96.1%,6.09,B+ (3.37),B- (2.85)
91,"Meaders, Clara Leigh",BIMM 101 - Recombinant DNA Techniques (A),WI22,48,39,97.4%,100.0%,7.03,A- (3.74),B+ (3.70)
92,"Tour, Ella",BIMM 101 - Recombinant DNA Techniques (B),WI22,44,23,95.2%,95.0%,7.45,B+ (3.62),B+ (3.69)
93,"Bozinovic, Goran",BIMM 101 - Recombinant DNA Techniques (C),WI22,81,33,96.8%,93.5%,6.81,B+ (3.50),B+ (3.39)
94,"Grossman, Emily N",BIMM 101 - Recombinant DNA Techniques (D),WI22,93,80,93.7%,98.7%,6.6,A- (3.87),A- (3.92)
95,"Zhang, Dong-Er",BIMM 110 - Molecular Basis/Human Disease (A),WI22,56,31,80.0%,83.3%,5.9,B (3.23),B- (2.95)
96,"Kadonaga, James T",BIMM 112 - Regulatn/Eucarytc Gene Exp (A),WI22,211,104,77.0%,86.7%,6.48,B+ (3.48),B+ (3.32)
97,"Daugherty, Matthew Dorton",BIMM 114 - Virology (A),WI22,177,125,92.0%,96.0%,6.43,B+ (3.34),B- (2.89)
98,"David, Michael",BIMM 118 - Pharmacology (A),WI22,85,34,96.9%,93.8%,5.63,B+ (3.53),B+ (3.32)
99,"Golden, James W",BIMM 120 - Microbiology (A),WI22,107,50,98.0%,98.0%,5.52,B+ (3.42),B- (2.92)
100,"Petrie, Katherine Lynn",BIMM 121 - Microbiology Laboratory (A),WI22,48,40,100.0%,100.0%,4.7,A- (3.87),A- (3.88)
101,"Pickett, Brooke Elizabeth",BIMM 121 - Microbiology Laboratory (B),WI22,48,30,100.0%,100.0%,4.64,A- (3.97),A- (3.83)
102,"Pirino, Giorgia",BIMM 121 - Microbiology Laboratory (C),WI22,95,82,95.1%,97.6%,4.87,A- (3.76),A- (3.76)
103,"Saier, Milton H.",BIMM 130 - Microbial Physiology (A),WI22,16,7,85.7%,85.7%,7.93,B (3.29),
104,"Burg, Michael",BIMM 134 - Biology of Cancer (A),WI22,472,390,91.8%,92.3%,6.74,B+ (3.43),B+ (3.45)
105,"Grant, Barry J",BIMM 143 - Bioinformatics Laboratory (A),WI22,42,27,80.8%,88.0%,7.35,B+ (3.62),A- (3.79)
106,"Schiffer, Jamie Michelle",BIMM 143 - Bioinformatics Laboratory (B),WI22,44,19,94.7%,84.2%,9.03,B+ (3.68),A- (3.70)
107,"Briggs, Steven",BIMM 172 - Genome Science (A),WI22,31,17,88.2%,88.2%,5.68,A- (3.88),A- (3.76)
108,"Pevzner, Pavel Arkadjevich",BIMM 181 - Molecular Sequence Analysis (A),WI22,34,30,85.7%,77.8%,14.91,B+ (3.38),B- (2.90)
109,"Pruneda-Paz, Jose L.",BIMM 194 - Adv Topics-Molecular Bio (A),WI22,14,5,100.0%,100.0%,1.3,A- (3.75),
110,"Murre, Cornelis",BIMM 194 - Adv Topics-Molecular Bio (B),WI22,8,3,100.0%,100.0%,3.17,A (4.00),
111,"Hasty, Jeff M",BIMM 194 - Adv Topics-Molecular Bio (C),WI22,27,12,100.0%,100.0%,1.23,A (4.00),A (4.00)
112,"Akbari, Omar Sultan",BIMM 194 - Adv Topics-Molecular Bio (D),WI22,16,12,100.0%,100.0%,2.83,B+ (3.64),
113,"Goldrath, Ananda",BIMM 194 - Adv Topics-Molecular Bio (E),WI22,22,7,85.7%,85.7%,3.83,A- (3.86),A (4.00)
114,"Pasquinelli, Amy",BIMM 100 - Molecular Biology (A),FA21,339,287,85.0%,83.9%,6.74,B (3.28),B- (2.99)
115,"Cook-Andersen, Heidi Leigh",BIMM 100 - Molecular Biology (B),FA21,148,77,74.0%,84.4%,7.61,B (3.11),B- (2.91)
116,"McDonnell, Lisa Marie",BIMM 101 - Recombinant DNA Techniques (A),FA21,48,36,88.9%,97.2%,7.89,B+ (3.53),A- (3.75)
117,"Miller, Steven W.",BIMM 101 - Recombinant DNA Techniques (B),FA21,84,43,88.1%,88.1%,7.7,B (3.23),B+ (3.45)
118,"Day, Christopher D",BIMM 101 - Recombinant DNA Techniques (C),FA21,98,57,89.5%,100.0%,6.54,B+ (3.52),B+ (3.59)
119,"Gustafson-Brown, Cindy",BIMM 101 - Recombinant DNA Techniques (D),FA21,45,41,85.4%,77.5%,8.45,B (3.13),B (3.23)
120,"Tour, Ella",BIMM 110 - Molecular Basis/Human Disease (A),FA21,204,113,77.3%,85.2%,5.55,B+ (3.54),B+ (3.64)
121,"Golden, Susan S.",BIMM 116 - Circadian Rhythms-Bio Clocks (A),FA21,257,121,79.0%,89.0%,6.16,B+ (3.56),B (3.23)
122,"Pirino, Giorgia",BIMM 120 - Microbiology (A),FA21,266,206,97.6%,95.1%,5.2,A- (3.81),A- (3.83)
123,"Petrie, Katherine Lynn",BIMM 121 - Microbiology Laboratory (A),FA21,48,40,100.0%,100.0%,5.06,A- (3.82),A- (3.85)
124,"Pirino, Giorgia",BIMM 121 - Microbiology Laboratory (B),FA21,48,41,95.1%,97.6%,5.52,B+ (3.41),A- (3.75)
125,"Pickett, Brooke Elizabeth",BIMM 121 - Microbiology Laboratory (C),FA21,96,55,96.3%,96.3%,5.37,A- (3.87),A- (3.78)
126,"Russell, Alistair B",BIMM 122 - Microbial Genetics (A),FA21,129,74,95.8%,94.4%,6.5,B+ (3.40),B (3.21)
127,"Suel, Gurol Mehmet",BIMM 140 - Quantitative Principles in Bio (A),FA21,122,103,99.0%,98.1%,4.67,A- (3.71),A- (3.75)
128,"Grant, Barry J",BIMM 143 - Bioinformatics Laboratory (A),FA21,40,24,100.0%,100.0%,7.67,A- (3.92),A- (3.75)
129,"Schiffer, Jamie Michelle",BIMM 143 - Bioinformatics Laboratory (B),FA21,50,23,90.9%,86.4%,11.17,A- (3.71),B+ (3.62)
130,"Mayfield, Stephen P.",BIMM 194 - Adv Topics-Molecular Bio (A),FA21,25,9,100.0%,100.0%,1.17,A- (3.78),B+ (3.67)
131,"Golden, James W",BIMM 194 - Adv Topics-Molecular Bio (B),FA21,24,10,100.0%,100.0%,2.3,A (4.00),A- (3.94)
132,"Lykke-Andersen, Jens",BIMM 194 - Adv Topics-Molecular Bio (C),FA21,16,12,100.0%,100.0%,3.17,A- (3.83),
133,"Allen, Eric",BIMM 194 - Adv Topics-Molecular Bio (D),FA21,25,9,100.0%,100.0%,1.39,A (4.00),A (4.00)
134,"Shadel, Gerald Scott",BIMM 194 - Adv Topics-Molecular Bio (E),FA21,14,5,100.0%,100.0%,3.7,B+ (3.40),
135,"Mudla, Anusorn",BIMM 100 - Molecular Biology (A),S221,102,99,94.9%,96.0%,8.52,B+ (3.37),B (3.15)
136,"Bozinovic, Goran",BIMM 101 - Recombinant DNA Techniques (A),S221,7,7,100.0%,100.0%,6.5,B+ (3.43),
137,"Tat, John",BIMM 110 - Molecular Basis/Human Disease (A),S221,49,45,95.6%,93.3%,7.88,B+ (3.49),B (3.03)
138,"Pickett, Brooke Elizabeth",BIMM 121 - Microbiology Laboratory (A),S221,47,16,100.0%,100.0%,6.0,A- (3.88),A- (3.91)
139,"Pickett, Brooke Elizabeth",BIMM 121 - Microbiology Laboratory (B),S221,46,18,100.0%,100.0%,10.94,A (4.00),A- (3.76)
140,"Burg, Michael",BIMM 134 - Biology of Cancer (A),S221,214,177,96.6%,97.7%,7.68,B+ (3.46),B+ (3.32)
141,"Miller, Steven W.",BIMM 100 - Molecular Biology (A),S121,37,27,92.6%,92.6%,9.61,B- (2.96),C+ (2.68)
142,"Bozinovic, Goran",BIMM 101 - Recombinant DNA Techniques (A),S121,16,9,100.0%,100.0%,7.39,B+ (3.67),
143,"Pirino, Giorgia",BIMM 120 - Microbiology (A),S121,75,62,96.8%,95.2%,5.75,B+ (3.68),B+ (3.55)
144,"Burg, Michael",BIMM 134 - Biology of Cancer (A),S121,107,90,97.8%,97.8%,7.66,B+ (3.49),B+ (3.45)
145,"Pruneda-Paz, Jose L.",BIMM 100 - Molecular Biology (A),SP21,236,120,92.1%,93.9%,6.24,B+ (3.49),B (3.09)
146,"Farley, Emma Kristen",BIMM 100 - Molecular Biology (B),SP21,261,218,94.5%,95.4%,6.63,B+ (3.50),B+ (3.51)
147,"Meaders, Clara Leigh",BIMM 101 - Recombinant DNA Techniques (A),SP21,45,33,90.9%,93.9%,8.86,A- (3.76),A- (3.89)
148,"McDonnell, Lisa Marie",BIMM 101 - Recombinant DNA Techniques (B),SP21,49,42,81.0%,90.5%,7.82,B+ (3.56),A- (3.74)
149,"Cooper, Andrew Michael",BIMM 101 - Recombinant DNA Techniques (C),SP21,43,36,80.6%,80.6%,7.72,B+ (3.47),B+ (3.49)
150,"Day, Christopher D",BIMM 101 - Recombinant DNA Techniques (D),SP21,51,30,96.7%,90.0%,6.7,A- (3.77),A- (3.92)
151,"Grossman, Emily N",BIMM 101 - Recombinant DNA Techniques (E),SP21,104,76,96.1%,100.0%,6.36,A- (3.88),A- (3.92)
152,"Niwa, Maho",BIMM 110 - Molecular Basis/Human Disease (A),SP21,173,83,92.6%,86.4%,7.02,B+ (3.41),B (3.10)
153,"David, Michael",BIMM 118 - Pharmacology (A),SP21,148,80,83.5%,79.7%,5.6,B+ (3.35),B+ (3.44)
154,"Pickett, Brooke Elizabeth",BIMM 120 - Microbiology (A),SP21,178,102,98.0%,99.0%,6.06,B+ (3.69),B+ (3.60)
155,"Minich, Jeremiah Jeffrey",BIMM 121 - Microbiology Laboratory (A),SP21,49,20,42.1%,68.4%,6.6,B+ (3.61),B+ (3.61)
156,"Pickett, Brooke Elizabeth",BIMM 121 - Microbiology Laboratory (B),SP21,48,25,100.0%,100.0%,5.46,A- (3.92),A- (3.88)
157,"Pirino, Giorgia",BIMM 121 - Microbiology Laboratory (C),SP21,95,79,96.2%,97.5%,5.61,A- (3.77),A- (3.87)
158,"Beyhan, Sinem",BIMM 124 - Medical Microbiology (A),SP21,131,83,90.2%,82.9%,6.67,B+ (3.38),B+ (3.47)
159,"Grant, Barry J",BIMM 143 - Bioinformatics Laboratory (A),SP21,39,22,100.0%,100.0%,7.5,B+ (3.68),B+ (3.62)
160,"Schiffer, Jamie Michelle",BIMM 143 - Bioinformatics Laboratory (B),SP21,47,21,85.7%,90.5%,7.36,A- (3.90),A- (3.88)
161,"Dutton, Rachel Janelle",BIMM 170 - Genomics Research Init Lab II (A),SP21,28,21,95.2%,95.2%,4.12,A (4.00),A- (3.99)
162,"Bafna, Vineet",BIMM 182 - Biological Databases (A),SP21,34,19,88.9%,94.4%,9.94,B+ (3.46),B+ (3.69)
163,"Pruneda-Paz, Jose L.",BIMM 194 - Adv Topics-Molecular Bio (A),SP21,19,10,100.0%,100.0%,1.83,A (4.00),
164,"Hasty, Jeff M",BIMM 194 - Adv Topics-Molecular Bio (B),SP21,26,13,100.0%,100.0%,1.58,A (4.00),A (4.00)
165,"Akbari, Omar Sultan",BIMM 100 - Molecular Biology (A),WI21,232,209,86.1%,87.9%,6.53,B (3.27),B (3.28)
166,"Hao, Nan",BIMM 100 - Molecular Biology (B),WI21,324,273,98.2%,97.4%,6.65,B+ (3.54),B (3.16)
167,"Meaders, Clara Leigh",BIMM 101 - Recombinant DNA Techniques (A),WI21,51,41,97.5%,100.0%,9.05,A- (3.88),A- (3.82)
168,"Burg, Michael",BIMM 101 - Recombinant DNA Techniques (B),WI21,48,40,80.0%,97.5%,7.95,B+ (3.66),A- (3.78)
169,"Day, Christopher D",BIMM 101 - Recombinant DNA Techniques (C),WI21,106,63,93.4%,98.4%,6.73,A- (3.83),A- (3.88)
170,"Grossman, Emily N",BIMM 101 - Recombinant DNA Techniques (D),WI21,101,75,97.3%,100.0%,6.34,A- (3.82),A- (3.84)
171,"Zhang, Dong-Er",BIMM 110 - Molecular Basis/Human Disease (A),WI21,171,91,97.7%,88.2%,6.22,B+ (3.47),B (3.08)
172,"Duttke, Sascha Hans Christian",BIMM 112 - Regulatn/Eucarytc Gene Exp (A),WI21,129,65,78.3%,66.7%,6.43,B+ (3.59),B (3.25)
173,"Daugherty, Matthew Dorton",BIMM 114 - Virology (A),WI21,217,184,95.6%,94.5%,5.95,B+ (3.52),B (3.22)
174,"Golden, James W",BIMM 120 - Microbiology (A),WI21,141,80,87.3%,86.1%,5.66,B+ (3.53),B+ (3.42)
175,"Pickett, Brooke Elizabeth",BIMM 121 - Microbiology Laboratory (A),WI21,50,35,100.0%,100.0%,6.21,A- (3.94),A- (3.83)
176,"Petrie, Katherine Lynn",BIMM 121 - Microbiology Laboratory (B),WI21,48,44,97.7%,100.0%,5.36,A- (3.72),A- (3.74)
177,"Pirino, Giorgia",BIMM 121 - Microbiology Laboratory (C),WI21,95,78,93.5%,100.0%,4.84,A- (3.77),A- (3.93)
178,"Burg, Michael",BIMM 134 - Biology of Cancer (A),WI21,426,369,93.7%,93.4%,6.47,B+ (3.56),B+ (3.64)
179,"Schiffer, Jamie Michelle",BIMM 143 - Bioinformatics Laboratory (A),WI21,44,24,82.6%,95.7%,7.63,B+ (3.61),A- (3.83)
180,"Schiffer, Jamie Michelle",BIMM 143 - Bioinformatics Laboratory (B),WI21,42,22,95.5%,95.5%,7.83,A- (3.90),A- (3.96)
181,"Briggs, Steven",BIMM 172 - Genome Science (A),WI21,29,18,100.0%,100.0%,7.94,A- (3.72),A- (3.79)
182,"Pevzner, Pavel Arkadjevich",BIMM 181 - Molecular Sequence Analysis (A),WI21,31,19,52.6%,57.9%,17.45,B+ (3.64),B+ (3.53)
183,"Murre, Cornelis",BIMM 194 - Adv Topics-Molecular Bio (A),WI21,15,11,81.8%,90.9%,3.95,A- (3.90),
184,"Hasty, Jeff M",BIMM 194 - Adv Topics-Molecular Bio (B),WI21,26,14,100.0%,100.0%,1.5,A (4.00),A (4.00)
185,"Akbari, Omar Sultan",BIMM 194 - Adv Topics-Molecular Bio (C),WI21,16,15,100.0%,100.0%,2.5,A- (3.83),
186,"Yanofsky, Martin F.",BIMM 194 - Adv Topics-Molecular Bio (D),WI21,26,14,100.0%,100.0%,2.81,A- (3.92),A (4.00)
187,"Cook-Andersen, Heidi Leigh",BIMM 100 - Molecular Biology (A),FA20,261,203,85.6%,83.2%,7.41,B+ (3.38),B+ (3.38)
188,"Pasquinelli, Amy",BIMM 100 - Molecular Biology (B),FA20,215,195,92.7%,92.2%,7.38,B (3.28),B (3.29)
