,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
32,"Liu, Shuang",MATH 170A - Intro Numerical Analys/Linear (A),SP23,103,29,78.6%,63.0%,7.43,B+ (3.39),C+ (2.45)
33,"Brust, Johannes Joachim",MATH 170B - Intro/Numerical Analy/Approxim (A),SP23,91,22,63.2%,89.5%,7.03,B (3.06),C (2.18)
34,"Liu, Shuang",MATH 170C - Intro Numerical Analy/Ord Diff (A),SP23,30,7,83.3%,100.0%,7.83,B+ (3.33),B (3.19)
35,"Gill, Philip E.",MATH 171B - Intro Num Optimiz/Nonlinear (A),SP23,86,26,90.9%,90.9%,7.86,B+ (3.32),B+ (3.55)
36,"Brust, Johannes Joachim",MATH 179 - Proj in Computational/App Math (A),SP23,18,4,75.0%,100.0%,6.0,B+ (3.33),
37,"Upton, James Thomas",MATH 18 - Linear Algebra (A),SP23,161,104,89.4%,92.3%,5.69,B+ (3.30),B- (2.81)
38,"Dumitriu, Ioana",MATH 18 - Linear Algebra (B),SP23,535,343,82.1%,80.9%,6.32,B (3.20),C+ (2.68)
39,"Agarwal, Pooja",MATH 180B - Intro/Stochastic Processes I (A),SP23,92,37,94.4%,91.7%,6.5,B+ (3.44),B- (2.95)
40,"Nemish, Yuriy",MATH 180C - Intro/Stochastic Processes II (B),SP23,144,34,81.3%,72.4%,7.92,B+ (3.61),B (3.11)
41,"Hu, Yuan",MATH 181A - Intro/Math Statistics I (A),SP23,168,62,75.0%,56.7%,7.47,B (3.17),B- (2.78)
42,"Rava, Denise",MATH 181B - Intro/Math Statistics II (A),SP23,115,41,92.1%,94.7%,7.47,B+ (3.58),B (3.20)
43,"Hu, Yuan",MATH 183 - Statistical Methods (A),SP23,281,95,78.9%,61.8%,5.55,B+ (3.44),B- (2.89)
44,"Rava, Denise",MATH 185 - Intro to Computational Stats (A),SP23,100,20,89.5%,94.7%,7.34,A- (3.84),B+ (3.47)
45,"Lahiri, Aranya",MATH 187A - Introduction to Cryptography (A),SP23,188,58,98.2%,96.4%,5.24,A- (3.84),B+ (3.70)
46,"Ries, Daniel Charles",MATH 189 - Data Analysis and Inference (A),SP23,299,78,94.5%,94.5%,5.1,A- (3.90),A- (3.85)
47,"Kongsgaard, Daniel",MATH 20A - Calculus/Science & Engineering (A),SP23,218,164,94.4%,90.1%,6.19,B (3.12),C+ (2.61)
48,"Ohm, Ko Woon",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B),SP23,253,95,91.3%,92.3%,6.65,B (3.29),C+ (2.69)
49,"Tran, Khoa Dang",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C),SP23,106,79,92.4%,86.1%,7.19,B+ (3.36),B- (2.99)
50,"Bach, Quang Tran",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (D),SP23,103,54,98.0%,98.0%,5.52,B+ (3.65),B- (2.99)
51,"Ramachandran, Nandagopal",MATH 20D - Intro/Differential Equations (A),SP23,135,54,94.1%,92.2%,5.67,B+ (3.65),B+ (3.38)
52,"Lee, Kisun",MATH 20D - Intro/Differential Equations (B),SP23,191,154,97.4%,100.0%,6.11,B+ (3.60),B+ (3.34)
53,"McGlade, Finley Desmond MacIver",MATH 20D - Intro/Differential Equations (C),SP23,174,77,61.1%,40.3%,9.1,B (3.28),B (3.29)
54,"Kongsgaard, Daniel",MATH 20E - Vector Calculus (A),SP23,208,155,95.5%,99.4%,5.33,B+ (3.57),B+ (3.32)
55,"Bach, Quang Tran",MATH 20E - Vector Calculus (B),SP23,189,65,86.9%,89.8%,5.83,B+ (3.37),B- (2.72)
56,"Ohm, Ko Woon",MATH 20E - Vector Calculus (C),SP23,195,64,82.8%,81.0%,6.75,B (3.19),C+ (2.47)
57,"Izadi, Elham",MATH 31CH - Honors Vector Calculus (B),SP23,25,14,61.5%,61.5%,10.81,B+ (3.50),B (3.17)
58,"Aycock, Jon Merrill",MATH 3C - Precalculus (A),SP23,158,65,93.4%,95.1%,5.98,B (3.12),B- (2.77)
59,"Liu, Zeyu",MATH 4C - Precalculus for Sci & Engn (A),SP23,35,13,92.3%,91.7%,5.12,B+ (3.42),C+ (2.55)
60,"Pollack, Aaron",MATH 100B - Abstract Algebra II (A),WI23,59,21,94.7%,94.7%,8.5,B+ (3.35),B (3.27)
61,"Harel, Guershon",MATH 102 - Applied Linear Algebra (A),WI23,15,3,100.0%,100.0%,6.5,B+ (3.67),
62,"Ophir, Amit",MATH 102 - Applied Linear Algebra (B),WI23,93,31,89.7%,82.8%,6.71,B+ (3.43),C+ (2.48)
63,"Zhang, Ming",MATH 103A - Modern Algebra I (A),WI23,72,56,89.3%,94.6%,7.29,B+ (3.48),C+ (2.69)
64,"Chung, Kwun",MATH 103A - Modern Algebra I (B),WI23,65,24,73.9%,68.2%,8.76,C+ (2.70),B- (2.92)
65,"Aycock, Jon Merrill",MATH 103A - Modern Algebra I (C),WI23,60,22,80.0%,85.0%,7.0,B (3.19),C (2.25)
66,"Lahiri, Aranya",MATH 103B - Modern Algebra II (A),WI23,60,50,71.4%,87.8%,9.03,B (3.10),B (3.08)
67,"Hodges, Reuven Moses",MATH 103B - Modern Algebra II (B),WI23,66,56,76.8%,94.6%,8.46,B (3.09),B- (2.80)
68,"Wenzl, Hans G",MATH 103B - Modern Algebra II (C),WI23,63,21,61.9%,61.9%,9.5,C+ (2.60),C+ (2.49)
69,"Popescu, Cristian D.",MATH 104A - Number Theory I (A),WI23,18,3,100.0%,100.0%,6.5,A (4.00),
70,"Popescu, Cristian D.",MATH 105 - Basic Number Theory (A),WI23,30,8,100.0%,100.0%,10.5,B- (2.75),C+ (2.54)
71,"Parise, Davide",MATH 109 - Mathematical Reasoning (A),WI23,69,24,87.0%,95.7%,6.67,B+ (3.32),B- (2.87)
72,"Greenfeld, Be'Eri",MATH 109 - Mathematical Reasoning (B),WI23,66,21,100.0%,95.2%,8.29,A- (3.78),B (3.29)
73,"Vallieres, Daniel",MATH 109 - Mathematical Reasoning (C),WI23,64,24,83.3%,79.2%,7.67,B (3.21),C+ (2.35)
74,"Aliabadi Sr., Mohsen",MATH 109 - Mathematical Reasoning (D),WI23,67,27,100.0%,96.3%,4.67,A- (3.84),B+ (3.65)
75,"Aliabadi Sr., Mohsen",MATH 109 - Mathematical Reasoning (E),WI23,67,36,97.1%,97.1%,5.59,A- (3.94),B+ (3.68)
76,"Bowers, Adam R.",MATH 10A - Calculus I (A),WI23,303,131,89.5%,95.0%,6.56,B (3.10),B (3.02)
77,"Bowers, Adam R.",MATH 10A - Calculus I (B),WI23,304,134,92.8%,96.7%,6.5,B (3.24),B- (2.87)
78,"Upton, James Thomas",MATH 10A - Calculus I (C),WI23,196,81,79.5%,78.9%,6.63,B- (2.82),B- (2.86)
79,"Lau, Jun Bo",MATH 10A - Calculus I (D),WI23,215,103,62.9%,47.9%,5.81,B- (2.93),B- (2.72)
80,"Klevdal, Christian Sleek",MATH 10B - Calculus II (A),WI23,122,95,83.7%,78.0%,6.04,B (3.04),C- (1.99)
81,"Stevens, Laura Jeanne",MATH 10B - Calculus II (B),WI23,329,229,90.7%,98.7%,6.57,B (3.09),C+ (2.42)
82,"Klevdal, Christian Sleek",MATH 10B - Calculus II (C),WI23,203,154,77.6%,70.9%,5.96,B- (2.96),C+ (2.33)
83,"Zeng, Ji",MATH 10B - Calculus II (D),WI23,120,93,84.3%,76.4%,5.56,B (3.09),C+ (2.39)
84,"Ramachandran, Nandagopal",MATH 10B - Calculus II (E),WI23,104,75,92.0%,76.0%,5.35,B (3.22),C+ (2.60)
85,"Ganzberger, Geoffrey Michael",MATH 10C - Calculus III (A),WI23,171,59,84.2%,89.3%,6.32,B (3.25),B- (2.80)
86,"Ganzberger, Geoffrey Michael",MATH 10C - Calculus III (B),WI23,140,53,88.2%,96.0%,7.58,B (3.18),C+ (2.65)
87,"Rava, Denise",MATH 11 - Calculus-Based Prob & Stats (A),WI23,197,104,89.4%,92.3%,7.1,B+ (3.40),B- (2.88)
88,"Rava, Denise",MATH 11 - Calculus-Based Prob & Stats (B),WI23,150,83,81.7%,89.0%,7.34,B+ (3.41),B- (2.99)
89,"Hu, Yuan",MATH 11 - Calculus-Based Prob & Stats (C),WI23,182,74,69.6%,65.2%,7.34,B (3.25),B (3.00)
90,"Xiao, Ming",MATH 120A - Elements of Complex Analysis (A),WI23,73,31,96.8%,96.8%,5.9,B+ (3.52),B- (2.97)
91,"Stevens, Laura Jeanne",MATH 121A - Found of Teachg/Learng Math I (A),WI23,22,18,88.9%,100.0%,4.72,B+ (3.56),B- (2.99)
92,"Jekel, David Andrew",MATH 130 - Diff Eqs & Dynamical Systems (A),WI23,69,13,100.0%,100.0%,7.42,A- (3.85),B+ (3.36)
93,"Chan, Pak Yeung",MATH 140A - Foundations of Real Analysis I (A),WI23,58,17,68.8%,68.8%,9.68,B (3.06),C+ (2.60)
94,"Zlatos, Andrej",MATH 140B - Foundations/Real Analysis II (A),WI23,28,11,90.0%,100.0%,14.1,B- (2.78),C+ (2.45)
95,"Lu, Yunze",MATH 140B - Foundations/Real Analysis II (B),WI23,17,6,100.0%,100.0%,7.5,C+ (2.67),
96,"Belmont, Eva Kinoshita",MATH 142A - Introduction to Analysis I (A),WI23,70,32,76.7%,80.0%,9.1,B- (2.89),B- (2.71)
97,"Sheng, Hongyi",MATH 142A - Introduction to Analysis I (B),WI23,33,11,63.6%,70.0%,10.86,B- (2.82),C- (1.96)
98,"Parise, Davide",MATH 142A - Introduction to Analysis I (C),WI23,35,19,82.4%,94.1%,7.32,B- (2.82),B- (2.70)
99,"Eggers, John Dietrich",MATH 142B - Introduction to Analysis II (A),WI23,62,19,38.9%,72.2%,9.5,B- (2.72),C+ (2.57)
100,"Sheng, Hongyi",MATH 142B - Introduction to Analysis II (B),WI23,33,17,88.2%,100.0%,11.79,B+ (3.47),B (3.12)
101,"Sarkar, Pratyush",MATH 142B - Introduction to Analysis II (C),WI23,57,14,50.0%,100.0%,10.5,B- (2.77),C (2.16)
102,"Warnke, Lutz Peter",MATH 154 - Discrete Math & Graph Theory (A),WI23,129,110,92.7%,87.3%,8.55,B (3.27),B (3.09)
103,"Garzella, Jack Jerry",MATH 157 - Intro to Mathematical Software (A),WI23,97,45,90.9%,84.1%,6.94,B+ (3.67),B (3.21)
104,"Verstraete, Jacques Allan",MATH 158 - Extremal Combinatorics/Graph (A),WI23,26,11,100.0%,100.0%,7.7,B (3.10),C+ (2.56)
105,"Brust, Johannes Joachim",MATH 170A - Intro Numerical Analys/Linear (A),WI23,52,11,63.6%,81.8%,6.86,B (3.10),C (2.03)
106,"Liu, Shuang",MATH 170A - Intro Numerical Analys/Linear (B),WI23,121,46,81.4%,60.5%,6.36,B+ (3.38),C+ (2.51)
107,"Nag, Panchali",MATH 170B - Intro/Numerical Analy/Approxim (A),WI23,90,62,77.4%,59.0%,7.44,B (3.26),B (3.14)
108,"Gill, Philip E.",MATH 171A - Intro Num Optimiz/Linear Prog (A),WI23,197,61,92.9%,76.4%,8.14,B (3.27),B+ (3.37)
109,"Zhu, Yuhua",MATH 173B - Optimization/Data Science II (A),WI23,22,6,60.0%,60.0%,5.7,B (3.20),B (3.01)
110,"Kemp, Todd Aahron",MATH 18 - Linear Algebra (A),WI23,536,276,85.8%,93.0%,7.03,B (3.25),B- (2.70)
111,"Carfagnini, Marco",MATH 18 - Linear Algebra (B),WI23,177,66,82.8%,67.7%,6.66,B (3.20),B- (2.72)
112,"Carfagnini, Marco",MATH 18 - Linear Algebra (C),WI23,135,64,90.3%,77.4%,6.09,B+ (3.35),C+ (2.68)
113,"Nemish, Yuriy",MATH 180A - Introduction to Probability (A),WI23,102,35,80.0%,62.9%,7.53,B (3.23),B- (2.85)
114,"McKinley, Gweneth Anne",MATH 180A - Introduction to Probability (B),WI23,140,86,89.3%,96.2%,8.14,B (3.27),B (3.01)
115,"Agarwal, Pooja",MATH 180B - Intro/Stochastic Processes I (A),WI23,74,20,100.0%,88.9%,7.91,B+ (3.61),B (3.05)
116,"Schweinsberg, Jason",MATH 180B - Intro/Stochastic Processes I (B),WI23,105,43,97.6%,95.1%,10.26,B+ (3.59),B (3.21)
117,"Quarfoot, David James",MATH 181A - Intro/Math Statistics I (A),WI23,67,17,94.1%,82.4%,10.26,B+ (3.44),B- (2.73)
118,"Zhang, Danna",MATH 181A - Intro/Math Statistics I (B),WI23,142,43,97.5%,97.5%,8.25,B+ (3.53),B+ (3.32)
119,"Zhang, Danna",MATH 181E - Mathemat Statistic-Time Series (A),WI23,45,12,91.7%,83.3%,7.67,A- (3.73),A- (3.89)
120,"Quarfoot, David James",MATH 183 - Statistical Methods (A),WI23,253,108,94.1%,93.1%,9.7,B+ (3.66),B+ (3.49)
121,"Verstraete, Jacques Allan",MATH 184 - Enumerative Combinatorics (A),WI23,96,27,85.2%,84.6%,7.83,B+ (3.41),B (3.14)
122,"Tesler, Glenn",MATH 186 - Probablty Stats/Bioinformatics (A),WI23,97,34,97.0%,90.9%,6.74,B+ (3.61),B+ (3.33)
123,"Agrawal, Shishir",MATH 187A - Introduction to Cryptography (A),WI23,186,60,96.6%,94.6%,5.41,B+ (3.55),B+ (3.35)
124,"Zhou, Wenxin",MATH 189 - Data Analysis and Inference (A),WI23,176,43,90.2%,92.5%,5.28,A- (3.88),A- (3.86)
125,"Zhou, Wenxin",MATH 189 - Data Analysis and Inference (B),WI23,178,52,86.3%,88.2%,5.44,A- (3.91),A- (3.98)
126,"Belmont, Eva Kinoshita",MATH 190B - Foundations of Topology II (A),WI23,10,5,100.0%,100.0%,8.9,A- (3.75),
127,"Roberts, Justin Deritter",MATH 191 - Topics In Topology (A),WI23,16,5,80.0%,80.0%,7.7,C+ (2.67),
128,"Agarwal, Pooja",MATH 194 - The Mathematics of Finance (A),WI23,133,35,87.9%,84.8%,7.38,B+ (3.55),B (3.23)
129,"Ohm, Ko Woon",MATH 2 - Intro to College Mathematics (A),WI23,71,37,94.3%,94.3%,6.27,B- (2.85),C- (1.81)
130,"Ohm, Ko Woon",MATH 2 - Intro to College Mathematics (B),WI23,72,21,76.2%,80.0%,6.98,C+ (2.55),C- (1.90)
131,"Hammock, Frances H",MATH 20A - Calculus/Science & Engineering (A),WI23,197,78,91.8%,85.9%,6.66,B (3.15),B- (2.72)
132,"Kongsgaard, Daniel",MATH 20A - Calculus/Science & Engineering (B),WI23,195,137,93.3%,79.9%,6.19,B (3.16),C+ (2.55)
133,"Jin, Muzhi",MATH 20B - Calculus/Science & Engineering (A),WI23,152,81,75.0%,77.0%,6.76,B (3.01),C+ (2.44)
134,"Jin, Muzhi",MATH 20B - Calculus/Science & Engineering (B),WI23,165,67,83.6%,67.2%,7.66,B (3.05),C+ (2.67)
135,"Rogalski, Daniel",MATH 20B - Calculus/Science & Engineering (C),WI23,383,196,78.1%,67.5%,7.06,B (3.23),C+ (2.67)
136,"Mohammadi, Amir",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (A),WI23,395,178,93.6%,91.9%,6.4,B+ (3.49),B (3.07)
137,"Bach, Quang Tran",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (B),WI23,188,89,95.4%,95.4%,6.06,B+ (3.66),B+ (3.31)
138,"Nag, Panchali",MATH 20C - Calculus&Analyt Geom/Sci&Engnr (C),WI23,193,90,86.5%,37.9%,7.24,B+ (3.46),B (3.07)
139,"Gambheera Arachchige, Rusiru",MATH 20D - Intro/Differential Equations (A),WI23,57,24,87.5%,79.2%,5.92,B+ (3.58),B (3.03)
140,"Hammock, Frances H",MATH 20D - Intro/Differential Equations (B),WI23,183,58,88.7%,92.0%,6.87,B+ (3.39),B- (2.79)
141,"Lee, Kisun",MATH 20D - Intro/Differential Equations (C),WI23,207,168,93.4%,97.0%,5.91,B+ (3.38),B (3.21)
142,"Bach, Quang Tran",MATH 20D - Intro/Differential Equations (D),WI23,183,93,91.0%,89.8%,6.93,B+ (3.53),B (3.01)
143,"Eggers, John Dietrich",MATH 20E - Vector Calculus (A),WI23,248,110,83.3%,87.0%,8.06,B+ (3.43),B- (2.98)
144,"Kongsgaard, Daniel",MATH 20E - Vector Calculus (B),WI23,272,213,91.0%,91.0%,5.68,B+ (3.47),B- (2.98)
145,"Izadi, Elham",MATH 31BH - Honors Multivariable Calculus (A),WI23,30,19,72.2%,83.3%,10.08,B+ (3.37),B (3.25)
146,"Anzaldo, Leesa B",MATH 3C - Precalculus (A),WI23,116,47,93.6%,95.7%,5.89,B- (2.96),C+ (2.43)
147,"Anzaldo, Leesa B",MATH 3C - Precalculus (B),WI23,96,39,92.1%,97.4%,7.29,B- (2.97),C+ (2.59)
148,"Anzaldo, Leesa B",MATH 3C - Precalculus (C),WI23,96,46,93.0%,95.3%,6.27,B- (2.77),C+ (2.56)
149,"Liu, Zeyu",MATH 4C - Precalculus for Sci & Engn (A),WI23,110,87,65.1%,36.5%,5.65,B (3.07),B- (2.86)
150,"Stevens, Laura Jeanne",MATH 95 - Introduction to Teaching Math (A),WI23,29,23,91.3%,100.0%,1.54,A- (3.95),A- (3.82)
151,"Kedlaya, Kiran S.",MATH 100A - Abstract Algebra I (A),FA22,43,12,75.0%,83.3%,8.83,B (3.17),B (3.24)
152,"Greenfeld, Be'Eri",MATH 100A - Abstract Algebra I (B),FA22,51,21,76.2%,75.0%,8.31,B+ (3.38),B (3.14)
153,"Hodges, Reuven Moses",MATH 102 - Applied Linear Algebra (A),FA22,121,79,92.3%,96.1%,8.06,B+ (3.30),B- (2.84)
154,"Hodges, Reuven Moses",MATH 102 - Applied Linear Algebra (B),FA22,99,71,90.0%,98.6%,7.96,B+ (3.36),B (3.02)
155,"Klevdal, Christian Sleek",MATH 103A - Modern Algebra I (A),FA22,21,7,100.0%,100.0%,7.64,A- (3.86),C+ (2.60)
156,"Seward, Brandon M.",MATH 103A - Modern Algebra I (B),FA22,73,22,90.9%,100.0%,6.69,B+ (3.32),A- (3.85)
157,"Agrawal, Shishir",MATH 103A - Modern Algebra I (C),FA22,66,40,82.5%,92.5%,8.9,B+ (3.40),B (3.00)
158,"Ophir, Amit",MATH 103A - Modern Algebra I (D),FA22,72,25,76.2%,81.0%,9.1,B (3.25),B (3.08)
159,"Chung, Kwun",MATH 109 - Mathematical Reasoning (A),FA22,74,28,100.0%,88.5%,8.2,B (3.12),B- (2.74)
160,"Belmont, Eva Kinoshita",MATH 109 - Mathematical Reasoning (B),FA22,73,25,96.0%,95.8%,7.7,B+ (3.35),C+ (2.63)
161,"Chow, Bennett",MATH 109 - Mathematical Reasoning (C),FA22,74,26,96.0%,100.0%,6.75,B+ (3.30),B (3.26)
162,"Chung, Kwun",MATH 109 - Mathematical Reasoning (D),FA22,71,30,80.0%,86.7%,7.43,B (3.14),B- (2.81)
163,"Schweinsberg, Jason",MATH 109 - Mathematical Reasoning (E),FA22,68,38,94.7%,91.9%,8.34,B (3.08),B- (2.93)
164,"Jin, Muzhi",MATH 10A - Calculus I (A),FA22,279,191,89.5%,72.9%,5.27,B (3.16),C+ (2.32)
165,"Stevens, Laura Jeanne",MATH 10A - Calculus I (B),FA22,236,181,90.6%,97.8%,5.94,B (3.06),C+ (2.59)
166,"Jin, Muzhi",MATH 10A - Calculus I (C),FA22,194,137,85.4%,72.3%,5.56,B (3.16),C+ (2.39)
167,"Upton, James Thomas",MATH 10A - Calculus I (D),FA22,116,88,80.2%,77.4%,6.01,B- (2.99),C (2.14)
168,"Greenfeld, Be'Eri",MATH 10A - Calculus I (E),FA22,143,92,80.2%,57.3%,5.7,B- (2.85),C (2.21)
169,"Stevens, Laura Jeanne",MATH 10B - Calculus II (A),FA22,218,156,83.2%,96.1%,7.24,B- (2.99),C+ (2.30)
170,"Lu, Yunze",MATH 10B - Calculus II (B),FA22,160,69,79.4%,79.1%,5.41,B- (2.87),B (3.02)
171,"McKinley, Gweneth Anne",MATH 10B - Calculus II (C),FA22,182,112,92.7%,92.6%,6.93,B+ (3.38),B- (2.75)
172,"Kim, Jesse Villeneuve",MATH 10C - Calculus III (A),FA22,258,100,66.3%,67.4%,6.89,B (3.02),B- (2.80)
173,"Nemish, Yuriy",MATH 10C - Calculus III (B),FA22,185,146,70.3%,75.0%,6.75,B (3.08),B- (2.98)
174,"Rava, Denise",MATH 11 - Calculus-Based Prob & Stats (A),FA22,275,97,79.6%,90.0%,7.31,B+ (3.35),B- (2.91)
175,"Ries, Daniel Charles",MATH 11 - Calculus-Based Prob & Stats (C),FA22,272,113,81.3%,83.6%,6.16,B+ (3.40),B- (2.94)
176,"Wenzl, Hans G",MATH 110 - Intro/Partial Diff Equations (A),FA22,41,12,75.0%,30.0%,8.0,B (3.08),C (2.18)
177,"Meyer, David A.",MATH 111A - Mathematical Modeling I (B),FA22,28,9,100.0%,100.0%,4.28,A (4.00),A- (3.84)
178,"Manners, Frederick",MATH 120A - Elements of Complex Analysis (A),FA22,53,20,80.0%,85.0%,9.1,B- (2.85),B (3.13)
179,"Seward, Brandon M.",MATH 140A - Foundations of Real Analysis I (A),FA22,44,22,81.8%,95.5%,10.23,B (3.14),B- (2.76)
180,"Chan, Pak Yeung",MATH 140A - Foundations of Real Analysis I (B),FA22,48,19,83.3%,82.4%,8.83,B (3.22),B- (2.83)
181,"Parise, Davide",MATH 142A - Introduction to Analysis I (A),FA22,28,8,62.5%,100.0%,10.0,C+ (2.63),B (3.07)
182,"Sarkar, Pratyush",MATH 142A - Introduction to Analysis I (B),FA22,32,6,33.3%,83.3%,10.5,C+ (2.40),C+ (2.66)
183,"Sheng, Hongyi",MATH 142A - Introduction to Analysis I (C),FA22,55,21,75.0%,80.0%,8.7,B- (2.85),C+ (2.64)
184,"Eggers, John Dietrich",MATH 142A - Introduction to Analysis I (D),FA22,62,17,62.5%,75.0%,9.38,B (3.13),C+ (2.56)
185,"Bejenaru, Ioan",MATH 144 - Intro to Fourier Analysis (A),FA22,11,3,100.0%,100.0%,13.17,A (4.00),
186,"Chow, Bennett",MATH 150A - Differential Geometry (A),FA22,18,8,75.0%,50.0%,10.25,A- (3.75),
187,"Harel, Guershon",MATH 153 - Geometry for Secondary Teacher (A),FA22,20,4,100.0%,100.0%,4.5,B (3.25),C+ (2.49)
188,"Tesler, Glenn",MATH 154 - Discrete Math & Graph Theory (A),FA22,190,53,92.3%,92.3%,9.6,B+ (3.43),B (3.07)
189,"Buss, Samuel R",MATH 155A - Geometric Computer Graphics (A),FA22,56,13,92.3%,92.3%,9.42,B+ (3.46),B (3.18)
190,"Manners, Frederick",MATH 160A - Elementary Math Logic I (A),FA22,36,12,83.3%,100.0%,9.95,B (3.18),B (3.09)
191,"Liu, Shuang",MATH 170A - Intro Numerical Analys/Linear (A),FA22,115,29,89.7%,86.2%,7.12,B+ (3.41),C+ (2.69)
192,"Dumitriu, Ioana",MATH 170A - Intro Numerical Analys/Linear (B),FA22,114,55,90.7%,100.0%,6.95,B+ (3.32),B- (2.84)
193,"Cloninger, Alexander",MATH 173A - Optimization/Data Science I (A),FA22,116,38,83.8%,91.9%,7.99,B+ (3.53),B+ (3.39)
