,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
66,"Lo, Stanley Malvin Ming-Hi",BISP 195 - Instructional Apprentice: Biol (A),WI20,20,11,72.7%,81.8%,0.86,,
67,"Lo, Stanley Malvin Ming-Hi",BISP 195 - Instructional Apprentice: Biol (B),WI20,36,15,92.9%,100.0%,1.97,A (4.00),
68,"Lo, Stanley Malvin Ming-Hi",BISP 195 - Instructional Apprentice: Biol (C),WI20,43,22,76.2%,90.0%,1.26,A (4.00),
69,"Wertheim, Joel Okrent",BISP 194 - Adv Topics in Modern Biology (A),FA19,29,21,95.2%,100.0%,2.31,A (4.00),A- (3.91)
70,"Cooke, James Edward",BISP 195 - Instructional Apprentice: Biol (0),FA19,90,47,100.0%,100.0%,1.45,A (4.00),
71,"French, Kathleen Ann",BISP 170 - Bioscholars Seminar (A),SP19,30,10,90.0%,90.0%,2.5,A- (3.90),A- (3.83)
72,"McDonnell, Lisa Marie",BISP 195 - Instructional Apprentice: Biol (A),SP19,35,12,100.0%,100.0%,0.5,A (4.00),
73,"McDonnell, Lisa Marie",BISP 195 - Instructional Apprentice: Biol (B),SP19,31,12,100.0%,100.0%,0.7,A (4.00),
74,"McDonnell, Lisa Marie",BISP 195 - Instructional Apprentice: Biol (C),SP19,23,8,87.5%,100.0%,1.5,A (4.00),
75,"Newsam, John",BISP 194 - Adv Topics in Modern Biology (A),WI19,32,19,88.9%,100.0%,1.72,A- (3.78),A- (3.93)
76,"Lo, Stanley Malvin Ming-Hi",BISP 195 - Instructional Apprentice: Biol (0),WI19,95,62,88.3%,98.3%,0.89,A (4.00),
77,"Yelon, Deborah",BISP 194 - Adv Topics in Modern Biology (A),FA18,27,22,100.0%,100.0%,3.59,A- (3.95),A (4.00)
78,"Wertheim, Joel Okrent",BISP 194 - Adv Topics in Modern Biology (B),FA18,30,20,100.0%,100.0%,1.9,A- (3.90),A- (3.96)
79,"Cooke, James Edward",BISP 195 - Instructional Apprentice: Biol (0),FA18,102,52,91.5%,97.9%,1.78,A (4.00),
80,"French, Kathleen Ann",BISP 170 - Bioscholars Seminar (A),SP18,20,14,100.0%,92.3%,2.04,A- (3.77),A- (3.77)
81,"Estelle, Mark",BISP 194 - Adv Topics in Modern Biology (A),SP18,32,18,100.0%,94.1%,1.56,A (4.00),A- (3.97)
82,"Heinrich, Erica C",BISP 195 - Instructional Apprentice: Biol (0),SP18,78,50,90.0%,100.0%,1.34,A (4.00),
83,"Newsam, John",BISP 194 - Adv Topics in Modern Biology (A),WI18,34,27,100.0%,100.0%,2.65,A- (3.92),A- (3.99)
84,"Muotri, Alysson",BISP 194 - Adv Topics in Modern Biology (B),WI18,34,15,91.7%,83.3%,4.67,A- (3.91),A- (3.81)
85,"Lo, Stanley Malvin Ming-Hi",BISP 195 - Instructional Apprentice: Biol (0),WI18,89,50,89.8%,98.0%,1.14,A (4.00),
86,"Crawford, Nigel M.",BISP 194 - Adv Topics in Modern Biology (B),FA17,40,19,100.0%,100.0%,1.83,A- (3.94),A (4.00)
87,"Yelon, Deborah",BISP 194 - Adv Topics in Modern Biology (C),FA17,29,16,100.0%,100.0%,2.9,A (4.00),A- (3.98)
88,"Cooke, James Edward",BISP 195 - Instructional Apprentice: Biol (0),FA17,106,58,92.5%,98.1%,1.37,A (4.00),
89,"French, Kathleen Ann",BISP 170 - Bioscholars Seminar (A),SP17,20,6,100.0%,100.0%,1.5,A- (3.83),A- (3.74)
90,"Crawford, Nigel M.",BISP 194 - Adv Topics in Modern Biology (A),SP17,40,15,100.0%,100.0%,2.1,A (4.00),A (4.00)
91,"McDonnell, Lisa Marie",BISP 195 - Instructional Apprentice: Biol (0),SP17,112,46,91.3%,97.8%,1.48,A (4.00),
92,"Newsam, John",BISP 194 - Adv Topics in Modern Biology (A),WI17,42,34,97.1%,97.1%,2.44,A- (3.97),A- (3.99)
93,"Lo, Stanley Malvin Ming-Hi",BISP 195 - Instructional Apprentice: Biol (0),WI17,108,58,81.8%,92.7%,1.07,A- (3.80),
94,"Yelon, Deborah",BISP 194 - Adv Topics in Modern Biology (A),FA16,32,26,95.8%,95.8%,4.0,A (4.00),A- (3.97)
95,"Cooke, James Edward",BISP 195 - Instructional Apprentice: Biol (0),FA16,110,62,96.3%,100.0%,1.59,A (4.00),
96,"French, Kathleen Ann",BISP 170 - Bioscholars Seminar (A),SP16,11,4,100.0%,100.0%,2.5,A (4.00),
97,"Crawford, Nigel M.",BISP 192 - Senior Seminar in Biology (A),SP16,13,5,100.0%,100.0%,0.9,,
98,"Yelon, Deborah",BISP 194 - Adv Topics in Modern Biology (A),SP16,38,22,100.0%,100.0%,3.07,A (4.00),A (4.00)
99,"Lo, Stanley Malvin Ming-Hi",BISP 195 - Instructional Apprentice: Biol (0),SP16,98,53,80.0%,94.0%,0.95,A (4.00),
100,"Chilukuri, Lakshmi N",BISP 191 - Biol Transf:Strategies/Success (A),WI16,8,5,100.0%,100.0%,0.9,A (4.00),
101,"La Spada, Albert",BISP 194 - Adv Topics in Modern Biology (A),WI16,35,16,100.0%,100.0%,3.5,B+ (3.64),A- (3.75)
102,"Muotri, Alysson",BISP 194 - Adv Topics in Modern Biology (A),WI16,35,16,100.0%,100.0%,3.5,B+ (3.64),A- (3.75)
103,"Newsam, John",BISP 194 - Adv Topics in Modern Biology (B),WI16,40,32,100.0%,96.9%,2.06,A- (3.97),A (4.00)
104,"Xu, Yang",BISP 194 - Adv Topics in Modern Biology (C),WI16,23,9,100.0%,55.6%,2.28,B+ (3.50),B (3.08)
105,"Patrick, Gentry",BISP 194 - Adv Topics in Modern Biology (A),FA15,30,10,88.9%,100.0%,3.25,A (4.00),A- (3.86)
106,"Karlseder, Jan",BISP 194 - Adv Topics in Modern Biology (B),FA15,44,18,100.0%,100.0%,2.23,A (4.00),A (4.00)
107,"Saghatelian, Alan",BISP 194 - Adv Topics in Modern Biology (B),FA15,48,18,100.0%,100.0%,2.23,A (4.00),A (4.00)
108,"French, Kathleen Ann",BISP 170 - Bioscholars Seminar (A),SP15,16,6,83.3%,50.0%,2.83,B+ (3.67),
109,"Estelle, Mark",BISP 194 - Adv Topics in Modern Biology (A),SP15,38,13,84.6%,92.3%,1.67,A- (3.73),A- (3.83)
110,"Crawford, Nigel M.",BISP 194 - Adv Topics in Modern Biology (B),SP15,40,16,100.0%,100.0%,1.12,A (4.00),A (4.00)
111,"La Spada, Albert",BISP 194 - Adv Topics in Modern Biology (A),WI15,33,11,100.0%,100.0%,2.9,A- (3.75),A- (3.76)
112,"Muotri, Alysson",BISP 194 - Adv Topics in Modern Biology (A),WI15,33,11,100.0%,100.0%,2.9,A- (3.75),A- (3.76)
113,"Markow, Therese A.",BISP 194 - Adv Topics in Modern Biology (B),WI15,30,10,90.0%,60.0%,2.3,A- (3.89),B+ (3.68)
114,"Newsam, John",BISP 194 - Adv Topics in Modern Biology (C),WI15,41,29,96.4%,100.0%,2.93,A- (3.93),A- (3.96)
115,"Wienhausen, Gabriele",BISP 191 - Biol Transf:Strategies/Success (A),FA14,23,9,100.0%,100.0%,0.75,A (4.00),
116,"French, Kathleen Ann",BISP 170 - Bioscholars Seminar (A),SP14,16,6,100.0%,100.0%,2.17,A (4.00),
117,"Estelle, Mark",BISP 194 - Adv Topics in Modern Biology (A),SP14,34,10,87.5%,100.0%,4.5,B+ (3.43),A (4.00)
118,"Patrick, Gentry",BISP 194 - Adv Topics in Modern Biology (B),SP14,36,15,86.7%,93.3%,2.64,A- (3.93),A- (3.79)
119,"La Spada, Albert",BISP 194 - Adv Topics in Modern Biology (A),WI14,20,8,100.0%,87.5%,4.5,A (4.00),A- (3.83)
120,"Muotri, Alysson",BISP 194 - Adv Topics in Modern Biology (A),WI14,20,8,100.0%,100.0%,4.5,A (4.00),A- (3.83)
121,"Newsam, John",BISP 194 - Adv Topics in Modern Biology (B),WI14,39,20,100.0%,100.0%,2.92,A (4.00),A- (3.87)
122,"Wienhausen, Gabriele",BISP 191 - Biol Transf:Strategies/Success (A),FA13,37,24,100.0%,100.0%,2.5,A (4.00),
123,"Goldrath, Ananda",BISP 194 - Adv Topics in Modern Biology (A),SP13,24,7,85.7%,85.7%,1.64,A (4.00),A (4.00)
124,"Crawford, Nigel M.",BISP 194 - Adv Topics in Modern Biology (B),SP13,38,19,100.0%,100.0%,1.39,A (4.00),A- (3.99)
125,"La Spada, Albert",BISP 194 - Adv Topics in Modern Biology (A),WI13,18,6,100.0%,100.0%,2.1,A (4.00),
126,"Muotri, Alysson",BISP 194 - Adv Topics in Modern Biology (A),WI13,18,6,100.0%,80.0%,2.0,A (4.00),
127,"Newsam, John",BISP 194 - Adv Topics in Modern Biology (B),WI13,38,27,96.3%,100.0%,2.27,A- (3.92),A- (3.98)
128,"Price, Paul A.",BISP 194 - Adv Topics in Modern Biology (C),WI13,31,14,100.0%,100.0%,3.79,A- (3.71),B+ (3.61)
129,"Wienhausen, Gabriele",BISP 191 - Biol Transf:Strategies/Success (A),FA12,19,12,100.0%,100.0%,1.5,A (4.00),
130,"Mayfield, Stephen P.",BISP 194 - Adv Topics in Modern Biology (A),FA12,40,18,81.3%,93.8%,1.88,A- (3.87),B+ (3.38)
131,"Markow, Therese A.",BISP 194 - Adv Topics in Modern Biology (A),SP12,15,10,100.0%,80.0%,3.83,A- (3.90),
132,"Zuniga, Elina I",BISP 194 - Adv Topics in Modern Biology (B),SP12,18,12,83.3%,100.0%,3.33,B+ (3.67),
133,"Patrick, Gentry",BISP 194 - Adv Topics in Modern Biology (C),SP12,24,8,85.7%,100.0%,2.79,A (4.00),A- (3.98)
134,"Goldrath, Ananda",BISP 194 - Adv Topics in Modern Biology (D),SP12,26,13,100.0%,92.3%,2.65,A- (3.90),A- (3.87)
135,"Allen, Eric",BISP 194 - Adv Topics in Modern Biology (E),SP12,36,16,86.7%,100.0%,2.07,A (4.00),A (4.00)
136,"Crawford, Nigel M.",BISP 194 - Adv Topics in Modern Biology (F),SP12,37,26,100.0%,100.0%,1.86,A- (3.88),A (4.00)
137,"Huberman, Andrew David",BISP 194 - Adv Topics in Modern Biology (H),SP12,21,9,88.9%,100.0%,2.94,A- (3.88),A (4.00)
138,"Xu, Yang",BISP 194 - Adv Topics in Modern Biology (A),WI12,24,11,100.0%,63.6%,2.32,A- (3.90),B (3.17)
139,"Niwa, Maho",BISP 194 - Adv Topics in Modern Biology (C),WI12,15,12,100.0%,100.0%,3.5,A- (3.91),
140,"Johnson, Tracy Lanise",BISP 194 - Adv Topics in Modern Biology (D),WI12,20,13,100.0%,100.0%,4.04,A- (3.92),A- (3.94)
141,"Kiger, Amy",BISP 194 - Adv Topics in Modern Biology (E),WI12,7,4,100.0%,100.0%,5.5,A (4.00),
142,"Price, Paul A.",BISP 194 - Adv Topics in Modern Biology (F),WI12,29,8,100.0%,100.0%,3.25,A- (3.71),B+ (3.62)
143,"Komiyama, Takaki",BISP 194 - Adv Topics in Modern Biology (G),WI12,7,4,100.0%,100.0%,3.0,A (4.00),
144,"La Spada, Albert",BISP 194 - Adv Topics in Modern Biology (H),WI12,12,8,87.5%,100.0%,3.75,A- (3.75),
145,"Muotri, Alysson",BISP 194 - Adv Topics in Modern Biology (H),WI12,12,7,85.7%,100.0%,4.21,A- (3.75),
146,"Newsam, John",BISP 194 - Adv Topics in Modern Biology (I),WI12,35,31,93.3%,96.7%,1.83,A (4.00),A (4.00)
147,"French, Kathleen Ann",BISP 194 - Adv Topics in Modern Biology (A),FA11,29,16,100.0%,100.0%,2.37,A- (3.93),A- (3.84)
148,"Mayfield, Stephen P.",BISP 194 - Adv Topics in Modern Biology (C),FA11,27,8,100.0%,100.0%,5.36,B+ (3.57),B+ (3.48)
149,"Hasty, Jeff M",BISP 194 - Adv Topics in Modern Biology (A),SP11,28,12,66.7%,75.0%,2.83,A- (3.80),A (4.00)
150,"Patrick, Gentry",BISP 194 - Adv Topics in Modern Biology (B),SP11,32,13,100.0%,100.0%,3.73,A- (3.83),A- (3.71)
151,"Zuniga, Elina I",BISP 194 - Adv Topics in Modern Biology (C),SP11,24,14,100.0%,100.0%,2.65,A- (3.92),A- (3.76)
152,"Wang, Jing",BISP 194 - Adv Topics in Modern Biology (A),WI11,11,8,100.0%,100.0%,4.0,B+ (3.67),
153,"Johnson, Tracy Lanise",BISP 194 - Adv Topics in Modern Biology (B),WI11,20,15,100.0%,100.0%,4.1,A (4.00),A- (3.89)
154,"Niwa, Maho",BISP 194 - Adv Topics in Modern Biology (C),WI11,12,9,88.9%,100.0%,3.39,A (4.00),
155,"Xu, Yang",BISP 194 - Adv Topics in Modern Biology (D),WI11,27,14,85.7%,78.6%,2.21,A (4.00),B (3.14)
156,"Price, Paul A.",BISP 194 - Adv Topics in Modern Biology (F),WI11,36,19,100.0%,100.0%,3.45,A- (3.75),B+ (3.53)
157,"Newsam, John",BISP 194 - Adv Topics in Modern Biology (G),WI11,28,21,100.0%,100.0%,2.88,A- (3.95),A (4.00)
158,"Roy, Kaustuv",BISP 194 - Adv Topics in Modern Biology (H),WI11,18,9,100.0%,100.0%,4.28,A- (3.89),
159,"Wienhausen, Gabriele",BISP 191 - Biol Transf:Strategies/Success (A),FA10,22,18,100.0%,100.0%,1.21,A (4.00),
160,"Wienhausen, Gabriele",BISP 191 - Biol Transf:Strategies/Success (B),FA10,16,9,100.0%,100.0%,0.94,,
161,"Mayfield, Stephen P.",BISP 194 - Adv Topics in Modern Biology (A),FA10,53,21,100.0%,100.0%,1.5,A- (3.90),B+ (3.52)
162,"Jin, Yishi",BISP 194 - Adv Topics in Modern Biology (B),FA10,21,11,100.0%,100.0%,3.83,A- (3.90),B+ (3.69)
163,"French, Kathleen Ann",BISP 194 - Adv Topics in Modern Biology (C),FA10,37,19,100.0%,100.0%,1.76,A- (3.94),A- (3.97)
164,"Markow, Therese A.",BISP 194 - Adv Topics in Modern Biology (D),FA10,21,8,87.5%,100.0%,4.0,A- (3.88),B+ (3.65)
165,"Malinow, Roberto",BISP 194 - Adv Topics in Modern Biology (E),FA10,18,8,100.0%,100.0%,4.0,A- (3.71),
166,"Patrick, Gentry",BISP 194 - Adv Topics in Modern Biology (A),SP10,15,7,100.0%,100.0%,3.36,B+ (3.57),
167,"Roy, Kaustuv",BISP 194 - Adv Topics in Modern Biology (B),SP10,26,17,100.0%,100.0%,3.21,A (4.00),A- (3.94)
168,"Golden, Susan S.",BISP 194 - Adv Topics in Modern Biology (C),SP10,36,12,100.0%,100.0%,1.67,A (4.00),A- (3.93)
169,"Zuniga, Elina I",BISP 194 - Adv Topics in Modern Biology (D),SP10,18,15,93.3%,93.3%,4.23,A- (3.93),
170,"Allen, Eric",BISP 194 - Adv Topics in Modern Biology (E),SP10,24,11,100.0%,100.0%,3.95,A (4.00),A (4.00)
171,"Wang, Jing",BISP 194 - Adv Topics in Modern Biology (A),WI10,13,4,75.0%,75.0%,3.5,A (4.00),
172,"Johnson, Tracy Lanise",BISP 194 - Adv Topics in Modern Biology (B),WI10,23,11,100.0%,100.0%,3.41,A- (3.90),A- (3.84)
173,"Niwa, Maho",BISP 194 - Adv Topics in Modern Biology (C),WI10,19,7,85.7%,71.4%,5.17,A- (3.86),
174,"Xu, Yang",BISP 194 - Adv Topics in Modern Biology (D),WI10,19,6,100.0%,100.0%,2.5,A- (3.83),
175,"Kiger, Amy",BISP 194 - Adv Topics in Modern Biology (E),WI10,8,6,100.0%,100.0%,3.5,A (4.00),
176,"Newsam, John",BISP 194 - Adv Topics in Modern Biology (F),WI10,18,15,86.7%,100.0%,2.63,A- (3.92),
177,"Berg, Darwin K.",BISP 194 - Adv Topics in Modern Biology (A),FA09,15,13,100.0%,100.0%,3.88,A- (3.85),
178,"Wasserman, Steven A.",BISP 194 - Adv Topics in Modern Biology (B),FA09,21,20,100.0%,100.0%,3.1,B+ (3.65),B (3.16)
179,"Boulanger, Lisa",BISP 194 - Adv Topics in Modern Biology (A),SP09,16,12,91.7%,100.0%,3.5,A- (3.83),
180,"Kiger, Amy",BISP 194 - Adv Topics in Modern Biology (B),SP09,18,19,72.2%,78.9%,3.17,A- (3.75),
181,"Patrick, Gentry",BISP 194 - Adv Topics in Modern Biology (C),SP09,29,21,88.9%,88.9%,2.29,A- (3.85),B+ (3.67)
182,"Chao, Lin",BISP 194 - Adv Topics in Modern Biology (D),SP09,19,17,93.3%,100.0%,2.62,A- (3.80),
183,"Chisholm, Andrew D.",BISP 194 - Adv Topics in Modern Biology (E),SP09,16,15,100.0%,100.0%,3.97,B+ (3.58),
184,"Crawford, Nigel M.",BISP 192 - Senior Seminar in Biology (A),WI09,18,19,100.0%,100.0%,0.92,,
185,"Crawford, Nigel M.",BISP 194 - Senior Seminar in Biology (A),WI09,18,19,100.0%,100.0%,0.92,,
186,"Xu, Yang",BISP 194 - Adv Topics in Modern Biology (D),WI09,24,23,95.2%,81.0%,2.14,A- (3.77),C+ (2.55)
187,"Niwa, Maho",BISP 194 - Adv Topics in Modern Biology (E),WI09,18,18,100.0%,94.4%,2.38,A- (3.89),
188,"Johnson, Tracy Lanise",BISP 194 - Adv Topics in Modern Biology (F),WI09,12,12,100.0%,100.0%,3.17,A (4.00),
189,"Newsam, John",BISP 194 - Adv Topics in Modern Biology (H),WI09,21,25,100.0%,100.0%,2.33,A- (3.94),A- (3.76)
190,"Wienhausen, Gabriele",BISP 190 - Adv Biology Seminar/Seniors (A),FA08,11,6,100.0%,100.0%,0.9,A (4.00),
191,"Boulanger, Lisa",BISP 194 - Adv Topics in Modern Biology (B),SP08,12,11,90.0%,90.9%,3.95,A- (3.73),
192,"Patrick, Gentry",BISP 194 - Adv Topics in Modern Biology (C),SP08,14,12,100.0%,100.0%,1.5,A- (3.92),
193,"Allen, Eric",BISP 194 - Adv Topics in Modern Biology (D),SP08,31,14,100.0%,100.0%,2.07,A- (3.85),B+ (3.56)
194,"Jandial, Rahul",BISP 194 - Adv Topics in Modern Biology (E),SP08,130,79,98.6%,98.6%,2.47,A- (3.99),A (4.00)
195,"Loomis, William F.",BISP 194 - Adv Topics in Modern Biology (B),WI08,17,15,80.0%,86.7%,2.1,B+ (3.50),
196,"Cauwenberghs, Gert",BISP 194 - Adv Topics in Modern Biology (D),WI08,16,12,83.3%,83.3%,3.83,B+ (3.45),
197,"Pogliano, Kit J.",BISP 194 - Adv Topics in Modern Biology (A),FA07,15,15,93.3%,93.3%,3.83,B+ (3.50),
